id,date,station_number,level(m)
179354,10/01/2024,sh004,3.6
179347,09/01/2024,sh004,3.7
179340,08/01/2024,sh004,3.8
179333,07/01/2024,sh004,3.8
179326,06/01/2024,sh004,3.9
179319,05/01/2024,sh004,3.95
179312,04/01/2024,sh004,4
179305,03/01/2024,sh004,4
179298,02/01/2024,sh004,4.1
179291,01/01/2024,sh004,4.2
179284,31/12/2023,sh004,4.25
179277,30/12/2023,sh004,4.3
179270,29/12/2023,sh004,4.4
179263,28/12/2023,sh004,4.4
179256,27/12/2023,sh004,4.5
179249,26/12/2023,sh004,4.6
179242,25/12/2023,sh004,4.68
179235,24/12/2023,sh004,4.7
179228,23/12/2023,sh004,4.8
179221,22/12/2023,sh004,4.8
179214,21/12/2023,sh004,4.8
179207,20/12/2023,sh004,4.8
179200,19/12/2023,sh004,4.8
179193,18/12/2023,sh004,4.8
179186,17/12/2023,sh004,4.8
179179,16/12/2023,sh004,4.8
179172,15/12/2023,sh004,4.82
179165,14/12/2023,sh004,4.82
179158,13/12/2023,sh004,4.87
179151,12/12/2023,sh004,4.9
179144,11/12/2023,sh004,4.9
179137,10/12/2023,sh004,4.9
179130,09/12/2023,sh004,4.9
179123,08/12/2023,sh004,4.9
179116,07/12/2023,sh004,4.9
179109,06/12/2023,sh004,4.9
179102,05/12/2023,sh004,4.9
179095,04/12/2023,sh004,4.95
179088,03/12/2023,sh004,5
179081,02/12/2023,sh004,5
179074,01/12/2023,sh004,5
179067,30/11/2023,sh004,5
179060,29/11/2023,sh004,4.98
179053,28/11/2023,sh004,5
179046,27/11/2023,sh004,5
179039,26/11/2023,sh004,5
179032,25/11/2023,sh004,5
179025,24/11/2023,sh004,5
179018,23/11/2023,sh004,5
179011,22/11/2023,sh004,5
179004,21/11/2023,sh004,5
178997,20/11/2023,sh004,4.9
178990,19/11/2023,sh004,4.6
178983,18/11/2023,sh004,4.5
178976,17/11/2023,sh004,4.3
178969,16/11/2023,sh004,4.3
178962,15/11/2023,sh004,4.3
178955,14/11/2023,sh004,4.3
178948,13/11/2023,sh004,4.3
178941,12/11/2023,sh004,4.35
178934,11/11/2023,sh004,4.3
178927,10/11/2023,sh004,4.3
178920,09/11/2023,sh004,4.3
178913,08/11/2023,sh004,4.3
178906,07/11/2023,sh004,4.3
178899,06/11/2023,sh004,4.38
178892,05/11/2023,sh004,4.38
178885,04/11/2023,sh004,4.28
178878,03/11/2023,sh004,4.37
178871,02/11/2023,sh004,4.3
178864,01/11/2023,sh004,4.3
178857,31/10/2023,sh004,4.3
178850,30/10/2023,sh004,4.28
178843,29/10/2023,sh004,4.2
178836,28/10/2023,sh004,4.2
178829,27/10/2023,sh004,4.2
178822,26/10/2023,sh004,4.27
178815,25/10/2023,sh004,4.28
178808,24/10/2023,sh004,4.28
178801,23/10/2023,sh004,4.28
178794,22/10/2023,sh004,4.08
178787,21/10/2023,sh004,3.95
178780,20/10/2023,sh004,3.95
178773,19/10/2023,sh004,4
178766,18/10/2023,sh004,4
178759,17/10/2023,sh004,4.1
178752,16/10/2023,sh004,4.28
178745,15/10/2023,sh004,4.35
178738,14/10/2023,sh004,4.4
178731,13/10/2023,sh004,4.4
178724,12/10/2023,sh004,4.4
178717,11/10/2023,sh004,4.4
178710,10/10/2023,sh004,4.4
178703,09/10/2023,sh004,4.48
178696,08/10/2023,sh004,4.58
178689,07/10/2023,sh004,4.6
178682,06/10/2023,sh004,4.6
178675,05/10/2023,sh004,4.5
178668,04/10/2023,sh004,4.57
178661,03/10/2023,sh004,4.6
178654,02/10/2023,sh004,4.77
178647,01/10/2023,sh004,4.75
178640,30/09/2023,sh004,4.58
178633,29/09/2023,sh004,4.48
178626,28/09/2023,sh004,4.3
178619,27/09/2023,sh004,4
178612,26/09/2023,sh004,4
178605,25/09/2023,sh004,3.95
178598,24/09/2023,sh004,3.85
178591,23/09/2023,sh004,3.7
178584,22/09/2023,sh004,3.6
178577,21/09/2023,sh004,3.6
178570,20/09/2023,sh004,3.6
178563,19/09/2023,sh004,3.6
178556,18/09/2023,sh004,3.5
178549,17/09/2023,sh004,3.1
178542,16/09/2023,sh004,3.1
178535,15/09/2023,sh004,3.1
178528,14/09/2023,sh004,3.1
178521,13/09/2023,sh004,3.1
178514,12/09/2023,sh004,3.1
178507,11/09/2023,sh004,3.1
178500,10/09/2023,sh004,3.1
178493,09/09/2023,sh004,3.1
178486,08/09/2023,sh004,3.2
178479,07/09/2023,sh004,3.2
178472,06/09/2023,sh004,3.2
178465,05/09/2023,sh004,3.3
178458,04/09/2023,sh004,3.4
178451,03/09/2023,sh004,3.5
178444,02/09/2023,sh004,3.6
178437,01/09/2023,sh004,3.6
178430,31/08/2023,sh004,3.6
178423,30/08/2023,sh004,3.6
178416,29/08/2023,sh004,3.7
178409,28/08/2023,sh004,3.8
178402,27/08/2023,sh004,3.9
178395,26/08/2023,sh004,3.9
178388,25/08/2023,sh004,3.9
178381,24/08/2023,sh004,3.9
178374,23/08/2023,sh004,3.9
178367,22/08/2023,sh004,3.9
178360,21/08/2023,sh004,3.9
178353,20/08/2023,sh004,3.9
178346,19/08/2023,sh004,3.9
178339,18/08/2023,sh004,3.9
178332,17/08/2023,sh004,3.95
178325,16/08/2023,sh004,3.95
178318,15/08/2023,sh004,3.95
178311,14/08/2023,sh004,3.95
178304,13/08/2023,sh004,3.9
178297,12/08/2023,sh004,3.9
178290,11/08/2023,sh004,3.95
178283,10/08/2023,sh004,4
178276,09/08/2023,sh004,4.1
178269,08/08/2023,sh004,4.1
178262,07/08/2023,sh004,4.1
178255,06/08/2023,sh004,4.18
178248,05/08/2023,sh004,4.25
178241,04/08/2023,sh004,4.25
178234,03/08/2023,sh004,4.18
178227,02/08/2023,sh004,4.1
178220,01/08/2023,sh004,4.1
178213,31/07/2023,sh004,4.1
178206,30/07/2023,sh004,4.15
178199,29/07/2023,sh004,4.2
178192,28/07/2023,sh004,4.2
178185,27/07/2023,sh004,4.2
178178,26/07/2023,sh004,4.15
178171,25/07/2023,sh004,4.15
178164,24/07/2023,sh004,4.15
178157,23/07/2023,sh004,4
178150,22/07/2023,sh004,4
178143,21/07/2023,sh004,4
178136,20/07/2023,sh004,4
178129,19/07/2023,sh004,4
178122,18/07/2023,sh004,4
178115,17/07/2023,sh004,4
178108,16/07/2023,sh004,4
178101,15/07/2023,sh004,4
178094,14/07/2023,sh004,3.9
178087,13/07/2023,sh004,3.9
178080,12/07/2023,sh004,3.9
178073,11/07/2023,sh004,3.9
178066,10/07/2023,sh004,3.9
178059,09/07/2023,sh004,3.9
178052,08/07/2023,sh004,3.9
178045,07/07/2023,sh004,3.95
178038,06/07/2023,sh004,3.95
178031,05/07/2023,sh004,4
178024,04/07/2023,sh004,4
178017,03/07/2023,sh004,4.08
178010,02/07/2023,sh004,4.08
178003,01/07/2023,sh004,4
177996,30/06/2023,sh004,4
177989,29/06/2023,sh004,3.8
177982,28/06/2023,sh004,3.8
177975,27/06/2023,sh004,3.8
177968,26/06/2023,sh004,3.8
177961,25/06/2023,sh004,3.8
177954,24/06/2023,sh004,3.8
177947,23/06/2023,sh004,3.8
177940,22/06/2023,sh004,3.8
177933,21/06/2023,sh004,3.8
177926,20/06/2023,sh004,3.8
177919,19/06/2023,sh004,3.8
177912,18/06/2023,sh004,3.85
177905,17/06/2023,sh004,3.85
177898,16/06/2023,sh004,3.9
177891,15/06/2023,sh004,3.9
177884,14/06/2023,sh004,3.9
177877,13/06/2023,sh004,3.9
177870,12/06/2023,sh004,3.8
177863,11/06/2023,sh004,3.8
177856,10/06/2023,sh004,3.8
177849,09/06/2023,sh004,3.8
177842,08/06/2023,sh004,3.75
177835,07/06/2023,sh004,3.8
177828,06/06/2023,sh004,3.8
177821,05/06/2023,sh004,3.8
177814,04/06/2023,sh004,3.75
177807,03/06/2023,sh004,3.7
177800,02/06/2023,sh004,3.7
177793,01/06/2023,sh004,3.7
177786,31/05/2023,sh004,3.7
177779,30/05/2023,sh004,3.7
177772,29/05/2023,sh004,3.7
177765,28/05/2023,sh004,3.75
177758,27/05/2023,sh004,3.75
177751,26/05/2023,sh004,3.75
177744,25/05/2023,sh004,3.75
177737,24/05/2023,sh004,3.75
177730,23/05/2023,sh004,3.75
177723,22/05/2023,sh004,3.75
177716,21/05/2023,sh004,3.75
177709,20/05/2023,sh004,3.75
177702,19/05/2023,sh004,3.75
177695,18/05/2023,sh004,3.75
177681,17/05/2023,sh004,3.75
177684,16/05/2023,sh004,3.75
175944,15/05/2023,sh004,3.75
175937,14/05/2023,sh004,3.75
175930,13/05/2023,sh004,3.75
175923,12/05/2023,sh004,3.75
175916,11/05/2023,sh004,3.75
175909,10/05/2023,sh004,3.75
175902,09/05/2023,sh004,3.75
175895,08/05/2023,sh004,3.75
175888,07/05/2023,sh004,3.8
175881,06/05/2023,sh004,3.8
175874,05/05/2023,sh004,3.8
175867,04/05/2023,sh004,3.8
175860,03/05/2023,sh004,3.8
175853,02/05/2023,sh004,3.8
175846,01/05/2023,sh004,3.8
175839,30/04/2023,sh004,3.8
175832,29/04/2023,sh004,3.9
175825,28/04/2023,sh004,3.9
175818,27/04/2023,sh004,3.9
175811,26/04/2023,sh004,3.9
175804,25/04/2023,sh004,3.9
175797,24/04/2023,sh004,3.9
175790,23/04/2023,sh004,4
175783,22/04/2023,sh004,4
175776,21/04/2023,sh004,4
175769,20/04/2023,sh004,4
175762,19/04/2023,sh004,4.1
175755,18/04/2023,sh004,4.1
175748,17/04/2023,sh004,4.1
175741,16/04/2023,sh004,4.1
175734,15/04/2023,sh004,4.1
175727,14/04/2023,sh004,4.1
175720,13/04/2023,sh004,4.1
175713,12/04/2023,sh004,4.1
175706,11/04/2023,sh004,4.18
175699,10/04/2023,sh004,4.2
175692,09/04/2023,sh004,4.1
175685,08/04/2023,sh004,4.1
175678,07/04/2023,sh004,4.1
175671,06/04/2023,sh004,4.1
175664,05/04/2023,sh004,4.1
175657,04/04/2023,sh004,4.1
175650,03/04/2023,sh004,4.3
175643,02/04/2023,sh004,4.4
175636,01/04/2023,sh004,4.6
175629,31/03/2023,sh004,4.85
175615,30/03/2023,sh004,4.6
175608,29/03/2023,sh004,3.7
175531,28/03/2023,sh004,2.1
175468,27/03/2023,sh004,1.4
174786,26/03/2023,sh004,1.3
174795,25/03/2023,sh004,1.2
174799,24/03/2023,sh004,1
174807,23/03/2023,sh004,1
174817,22/03/2023,sh004,1
174823,21/03/2023,sh004,1
174827,20/03/2023,sh004,1
174837,19/03/2023,sh004,1
174846,18/03/2023,sh004,1
174852,17/03/2023,sh004,1
174857,16/03/2023,sh004,1
174867,15/03/2023,sh004,1
174872,14/03/2023,sh004,1
174878,13/03/2023,sh004,1
174889,12/03/2023,sh004,1
174896,11/03/2023,sh004,1
174901,10/03/2023,sh004,1
174905,09/03/2023,sh004,1
174913,08/03/2023,sh004,1
174924,07/03/2023,sh004,1
174930,06/03/2023,sh004,1
174935,05/03/2023,sh004,1
174942,04/03/2023,sh004,1
174950,03/03/2023,sh004,1
174969,01/03/2023,sh004,1
174978,28/02/2023,sh004,1
174983,27/02/2023,sh004,1
174989,26/02/2023,sh004,1
174998,25/02/2023,sh004,1.1
175004,24/02/2023,sh004,1.1
175010,23/02/2023,sh004,1.1
175019,22/02/2023,sh004,1.1
175027,21/02/2023,sh004,1.1
175031,20/02/2023,sh004,1.1
175040,19/02/2023,sh004,1.1
175045,18/02/2023,sh004,1.1
175050,17/02/2023,sh004,1.1
175056,16/02/2023,sh004,1.1
175065,15/02/2023,sh004,1.1
175069,14/02/2023,sh004,1.1
175079,13/02/2023,sh004,1.1
175082,12/02/2023,sh004,1.1
175092,11/02/2023,sh004,1.1
175095,10/02/2023,sh004,1.1
175105,09/02/2023,sh004,1.1
175113,08/02/2023,sh004,1.1
175118,07/02/2023,sh004,1.1
175124,06/02/2023,sh004,1.1
175133,05/02/2023,sh004,1.1
175141,04/02/2023,sh004,1.1
175146,03/02/2023,sh004,1.1
175154,02/02/2023,sh004,1.1
175161,01/02/2023,sh004,1.1
175167,31/01/2023,sh004,1.1
175172,30/01/2023,sh004,1.1
175181,29/01/2023,sh004,1.1
175190,28/01/2023,sh004,1.1
175193,27/01/2023,sh004,1.1
175204,26/01/2023,sh004,1.1
175212,25/01/2023,sh004,1.1
175216,24/01/2023,sh004,1.1
175223,23/01/2023,sh004,1.1
175231,22/01/2023,sh004,1.1
175237,21/01/2023,sh004,1.1
175247,20/01/2023,sh004,1.1
175252,19/01/2023,sh004,1.1
175257,18/01/2023,sh004,1.1
175267,17/01/2023,sh004,1.1
175272,16/01/2023,sh004,1.1
175279,15/01/2023,sh004,1.1
175286,14/01/2023,sh004,1.1
175294,13/01/2023,sh004,1.1
175297,12/01/2023,sh004,1.1
175310,11/01/2023,sh004,1.1
175316,10/01/2023,sh004,1.1
175320,09/01/2023,sh004,1.1
175333,08/01/2023,sh004,1.1
175338,07/01/2023,sh004,1.1
175354,06/01/2023,sh004,1.1
175360,05/01/2023,sh004,1.1
175366,04/01/2023,sh004,1.1
175376,03/01/2023,sh004,1.1
175383,02/01/2023,sh004,1.1
175387,01/01/2023,sh004,1.1
167430,31/12/2022,sh004,1.1
167173,30/12/2022,sh004,1.2
166893,29/12/2022,sh004,1.2
166425,28/12/2022,sh004,1.2
166217,27/12/2022,sh004,1.2
165496,23/12/2022,sh004,1.3
165394,21/12/2022,sh004,1.35
165285,20/12/2022,sh004,1.4
165117,19/12/2022,sh004,1.4
164501,17/12/2022,sh004,1.55
164324,14/12/2022,sh004,2.8
163963,13/12/2022,sh004,1.9
163789,12/12/2022,sh004,2
163484,11/12/2022,sh004,2.1
163243,08/12/2022,sh004,2.3
163131,06/12/2022,sh004,2.4
162781,05/12/2022,sh004,2.6
162501,04/12/2022,sh004,2.75
162515,03/12/2022,sh004,2.8
162141,02/12/2022,sh004,2.85
161598,01/12/2022,sh004,2.9
161186,30/11/2022,sh004,3.2
161161,29/11/2022,sh004,3.3
160837,28/11/2022,sh004,3.5
142176,27/11/2022,sh004,3.7
142175,26/11/2022,sh004,3.85
142174,25/11/2022,sh004,4.8
142173,24/11/2022,sh004,3.5
142172,23/11/2022,sh004,3
142171,22/11/2022,sh004,2.9
142170,21/11/2022,sh004,2.9
142169,20/11/2022,sh004,3.2
142168,19/11/2022,sh004,3.3
142135,18/11/2022,sh004,3.6
142100,17/11/2022,sh004,3.7
142012,15/11/2022,sh004,3.9
141092,14/11/2022,sh004,4
140687,12/11/2022,sh004,4.38
140347,11/11/2022,sh004,4.5
140078,10/11/2022,sh004,4.64
139825,09/11/2022,sh004,4.8
139557,08/11/2022,sh004,4.8
139296,07/11/2022,sh004,4.8
139228,06/11/2022,sh004,4.8
138820,05/11/2022,sh004,4.8
138511,04/11/2022,sh004,4.78
138244,03/11/2022,sh004,4.78
137947,02/11/2022,sh004,4.74
137681,01/11/2022,sh004,4.73
137421,31/10/2022,sh004,4.68
137393,30/10/2022,sh004,4.6
136945,29/10/2022,sh004,4.58
136700,28/10/2022,sh004,4.5
136376,27/10/2022,sh004,4.5
136112,26/10/2022,sh004,4.5
135941,25/10/2022,sh004,4.5
135675,24/10/2022,sh004,4.6
135656,22/10/2022,sh004,4.85
135156,21/10/2022,sh004,4.9
135125,20/10/2022,sh004,4.8
134599,18/10/2022,sh004,4.7
134416,17/10/2022,sh004,4.6
134376,16/10/2022,sh004,4.48
133812,14/10/2022,sh004,3.9
133582,13/10/2022,sh004,3.9
133376,12/10/2022,sh004,4.05
133210,11/10/2022,sh004,4.2
133058,10/10/2022,sh004,4.2
132454,07/10/2022,sh004,3.9
132217,06/10/2022,sh004,3.9
131982,05/10/2022,sh004,3.8
131841,04/10/2022,sh004,3.8
131714,03/10/2022,sh004,3.8
131522,02/10/2022,sh004,3.9
130946,29/09/2022,sh004,4.25
130706,28/09/2022,sh004,4.38
130668,27/09/2022,sh004,4.38
130300,26/09/2022,sh004,4.35
130183,25/09/2022,sh004,4.3
129868,23/09/2022,sh004,4.38
129676,22/09/2022,sh004,4.4
129332,20/09/2022,sh004,4.5
129161,18/09/2022,sh004,4.55
128519,16/09/2022,sh004,4.5
128348,15/09/2022,sh004,4.5
128147,14/09/2022,sh004,4.6
128015,13/09/2022,sh004,4.78
127840,12/09/2022,sh004,4.75
127140,09/09/2022,sh004,4.5
126868,08/09/2022,sh004,4.5
126835,07/09/2022,sh004,4.5
126753,06/09/2022,sh004,4.5
126622,05/09/2022,sh004,4.45
126501,04/09/2022,sh004,4.3
125974,31/08/2022,sh004,4.55
125777,29/08/2022,sh004,4.65
125600,28/08/2022,sh004,4.75
