id,date,station_number,level(m)
179801,15/03/2024,sh002,2.26
179794,14/03/2024,sh002,2.26
179787,13/03/2024,sh002,2.26
179780,12/03/2024,sh002,2.28
179773,11/03/2024,sh002,2.28
179766,10/03/2024,sh002,2.28
179759,09/03/2024,sh002,2.28
179752,08/03/2024,sh002,2.28
179745,07/03/2024,sh002,2.3
179738,06/03/2024,sh002,2.3
179731,05/03/2024,sh002,2.3
179724,04/03/2024,sh002,2.3
179717,03/03/2024,sh002,2.3
179710,02/03/2024,sh002,2.3
179703,01/03/2024,sh002,2.3
179696,29/02/2024,sh002,2.32
179689,28/02/2024,sh002,2.32
179682,27/02/2024,sh002,2.32
179675,26/02/2024,sh002,2.32
179668,25/02/2024,sh002,2.32
179661,24/02/2024,sh002,2.32
179654,23/02/2024,sh002,2.33
179647,22/02/2024,sh002,2.33
179640,21/02/2024,sh002,2.33
179633,20/02/2024,sh002,2.35
179626,19/02/2024,sh002,2.36
179619,18/02/2024,sh002,2.36
179612,17/02/2024,sh002,2.36
179605,16/02/2024,sh002,2.36
179598,15/02/2024,sh002,2.38
179591,14/02/2024,sh002,2.38
179584,13/02/2024,sh002,2.38
179577,12/02/2024,sh002,2.4
179570,11/02/2024,sh002,2.4
179563,10/02/2024,sh002,2.4
179556,09/02/2024,sh002,2.42
179549,08/02/2024,sh002,2.42
179542,07/02/2024,sh002,2.45
179535,06/02/2024,sh002,2.45
179528,05/02/2024,sh002,2.47
179521,04/02/2024,sh002,2.47
179514,03/02/2024,sh002,2.5
179507,01/02/2024,sh002,2.56
179500,31/01/2024,sh002,2.6
179493,30/01/2024,sh002,2.6
179486,29/01/2024,sh002,2.63
179479,28/01/2024,sh002,2.66
179472,27/01/2024,sh002,2.7
179465,26/01/2024,sh002,2.74
179458,25/01/2024,sh002,2.77
179451,24/01/2024,sh002,2.8
179444,23/01/2024,sh002,2.85
179437,22/01/2024,sh002,2.9
179430,21/01/2024,sh002,2.94
179423,20/01/2024,sh002,2.98
179416,19/01/2024,sh002,3.02
179409,18/01/2024,sh002,3.06
179402,17/01/2024,sh002,3.1
179395,16/01/2024,sh002,3.14
179388,15/01/2024,sh002,3.2
179381,14/01/2024,sh002,3.25
179374,13/01/2024,sh002,3.33
179367,12/01/2024,sh002,3.4
179360,11/01/2024,sh002,3.48
179353,10/01/2024,sh002,3.54
179346,09/01/2024,sh002,3.6
179339,08/01/2024,sh002,3.68
179332,07/01/2024,sh002,3.75
179325,06/01/2024,sh002,3.82
179318,05/01/2024,sh002,3.9
179311,04/01/2024,sh002,4.04
179304,03/01/2024,sh002,4.15
179297,02/01/2024,sh002,4.22
179290,01/01/2024,sh002,4.3
179283,31/12/2023,sh002,4.38
179276,30/12/2023,sh002,4.5
179269,29/12/2023,sh002,4.66
179262,28/12/2023,sh002,4.8
179255,27/12/2023,sh002,4.94
179248,26/12/2023,sh002,5.12
179241,25/12/2023,sh002,5.33
179234,24/12/2023,sh002,5.5
179227,23/12/2023,sh002,5.75
179220,22/12/2023,sh002,6
179213,21/12/2023,sh002,6.22
179206,20/12/2023,sh002,6.72
179199,19/12/2023,sh002,6.95
179192,18/12/2023,sh002,8
179185,17/12/2023,sh002,8
179178,16/12/2023,sh002,8
179171,15/12/2023,sh002,8
179164,14/12/2023,sh002,8
179157,13/12/2023,sh002,8
179150,12/12/2023,sh002,8
179143,11/12/2023,sh002,8
179136,10/12/2023,sh002,8
179129,09/12/2023,sh002,8.3
179122,08/12/2023,sh002,8
179115,07/12/2023,sh002,8
179108,06/12/2023,sh002,8
179101,05/12/2023,sh002,8
179094,04/12/2023,sh002,8
179087,03/12/2023,sh002,8
179080,02/12/2023,sh002,8
179073,01/12/2023,sh002,8
179066,30/11/2023,sh002,8
179059,29/11/2023,sh002,8
179052,28/11/2023,sh002,8
179045,27/11/2023,sh002,8
179038,26/11/2023,sh002,8
179031,25/11/2023,sh002,8
179024,24/11/2023,sh002,8
179017,23/11/2023,sh002,8
179010,22/11/2023,sh002,8
179003,21/11/2023,sh002,7.95
178996,20/11/2023,sh002,7.52
178989,19/11/2023,sh002,7.4
178982,18/11/2023,sh002,7.12
178975,17/11/2023,sh002,7.05
178968,16/11/2023,sh002,7
178961,15/11/2023,sh002,6.96
178954,14/11/2023,sh002,6.9
178947,13/11/2023,sh002,6.84
178940,12/11/2023,sh002,6.8
178933,11/11/2023,sh002,6.72
178926,10/11/2023,sh002,6.65
178919,09/11/2023,sh002,6.59
178912,08/11/2023,sh002,6.55
178905,07/11/2023,sh002,6.5
178898,06/11/2023,sh002,6.44
178891,05/11/2023,sh002,6.3
178884,04/11/2023,sh002,6.12
178877,03/11/2023,sh002,6.06
178870,02/11/2023,sh002,6
178863,01/11/2023,sh002,5.94
178856,31/10/2023,sh002,5.88
178849,30/10/2023,sh002,5.8
178842,29/10/2023,sh002,5.76
178835,28/10/2023,sh002,5.68
178828,27/10/2023,sh002,5.62
178821,26/10/2023,sh002,5.55
178814,25/10/2023,sh002,5.48
178807,24/10/2023,sh002,5.4
178800,23/10/2023,sh002,5.28
178793,22/10/2023,sh002,5.04
178786,21/10/2023,sh002,4.94
178779,20/10/2023,sh002,4.82
178772,19/10/2023,sh002,4.9
178765,18/10/2023,sh002,5
178758,17/10/2023,sh002,5.08
178751,16/10/2023,sh002,5.18
178744,15/10/2023,sh002,5.24
178737,14/10/2023,sh002,5.52
178730,13/10/2023,sh002,5.46
178723,12/10/2023,sh002,5.4
178716,11/10/2023,sh002,5.33
178709,10/10/2023,sh002,5.28
178702,09/10/2023,sh002,5.2
178695,08/10/2023,sh002,5.14
178688,07/10/2023,sh002,5.09
178681,06/10/2023,sh002,5.02
178674,05/10/2023,sh002,4.88
178667,04/10/2023,sh002,4.44
178660,03/10/2023,sh002,4.02
178653,02/10/2023,sh002,3.48
178646,01/10/2023,sh002,2.94
178639,30/09/2023,sh002,2.38
178632,29/09/2023,sh002,2.3
178625,28/09/2023,sh002,2.28
178618,27/09/2023,sh002,2.2
178611,26/09/2023,sh002,2.06
178604,25/09/2023,sh002,2
178597,24/09/2023,sh002,2
178590,23/09/2023,sh002,2.05
178583,22/09/2023,sh002,2.09
178576,21/09/2023,sh002,2.16
178569,20/09/2023,sh002,2.2
178562,19/09/2023,sh002,2.3
178555,18/09/2023,sh002,2.3
178548,17/09/2023,sh002,2.34
178541,16/09/2023,sh002,2.38
178534,15/09/2023,sh002,2.43
178527,14/09/2023,sh002,2.46
178520,13/09/2023,sh002,2.5
178513,12/09/2023,sh002,2.55
178506,11/09/2023,sh002,2.6
178499,10/09/2023,sh002,2.64
178492,09/09/2023,sh002,2.68
178485,08/09/2023,sh002,2.73
178478,07/09/2023,sh002,2.77
178471,06/09/2023,sh002,2.82
178464,05/09/2023,sh002,2.87
178457,04/09/2023,sh002,2.92
178450,03/09/2023,sh002,2.96
178443,02/09/2023,sh002,3
178436,01/09/2023,sh002,3.05
178429,31/08/2023,sh002,3.09
178422,30/08/2023,sh002,3.15
178415,29/08/2023,sh002,3.2
178408,28/08/2023,sh002,3.2
178401,27/08/2023,sh002,3.18
178394,26/08/2023,sh002,3.14
178387,25/08/2023,sh002,3.1
178380,24/08/2023,sh002,3.05
178373,23/08/2023,sh002,3
178366,22/08/2023,sh002,2.95
178359,21/08/2023,sh002,2.9
178352,20/08/2023,sh002,2.84
178345,19/08/2023,sh002,2.78
178338,18/08/2023,sh002,2.72
178331,17/08/2023,sh002,2.66
178324,16/08/2023,sh002,2.7
178317,15/08/2023,sh002,2.73
178310,14/08/2023,sh002,2.77
178303,13/08/2023,sh002,2.82
178296,12/08/2023,sh002,2.85
178289,11/08/2023,sh002,2.88
178282,10/08/2023,sh002,2.92
178275,09/08/2023,sh002,2.97
178268,08/08/2023,sh002,3
178261,07/08/2023,sh002,3.04
178254,06/08/2023,sh002,3.08
178247,05/08/2023,sh002,3.12
178240,04/08/2023,sh002,3.16
178233,03/08/2023,sh002,3.2
178226,02/08/2023,sh002,3.26
178219,01/08/2023,sh002,3.3
178212,31/07/2023,sh002,3.35
178205,30/07/2023,sh002,3.4
178198,29/07/2023,sh002,3.47
178191,28/07/2023,sh002,3.53
178184,27/07/2023,sh002,3.58
178177,26/07/2023,sh002,3.64
178170,25/07/2023,sh002,3.7
178163,24/07/2023,sh002,3.75
178156,23/07/2023,sh002,3.8
178149,22/07/2023,sh002,3.86
178142,21/07/2023,sh002,3.93
178135,20/07/2023,sh002,4
178128,19/07/2023,sh002,4.08
178121,18/07/2023,sh002,4.15
178114,17/07/2023,sh002,4.22
178107,16/07/2023,sh002,4.3
178100,15/07/2023,sh002,4.37
178093,14/07/2023,sh002,4.44
178086,13/07/2023,sh002,4.5
178079,12/07/2023,sh002,4.55
178072,11/07/2023,sh002,4.6
178065,10/07/2023,sh002,4.66
178058,09/07/2023,sh002,4.72
178051,08/07/2023,sh002,4.77
178044,07/07/2023,sh002,4.82
178037,06/07/2023,sh002,4.88
178030,05/07/2023,sh002,4.93
178023,04/07/2023,sh002,4.98
178016,03/07/2023,sh002,5.04
178009,02/07/2023,sh002,5.14
178002,01/07/2023,sh002,5.2
177995,30/06/2023,sh002,5.24
177988,29/06/2023,sh002,5.3
177981,28/06/2023,sh002,5.38
177974,27/06/2023,sh002,5.44
177967,26/06/2023,sh002,5.5
177960,25/06/2023,sh002,5.6
177953,24/06/2023,sh002,5.72
177946,23/06/2023,sh002,5.8
177939,22/06/2023,sh002,5.9
177932,21/06/2023,sh002,6.15
177925,20/06/2023,sh002,6.4
177918,19/06/2023,sh002,6.6
177911,18/06/2023,sh002,6.66
177904,17/06/2023,sh002,6.75
177897,16/06/2023,sh002,6.75
177890,15/06/2023,sh002,6.7
177883,14/06/2023,sh002,6.6
177876,13/06/2023,sh002,6.46
177869,12/06/2023,sh002,6.4
177862,11/06/2023,sh002,6.35
177855,10/06/2023,sh002,6.44
177848,09/06/2023,sh002,6.55
177841,08/06/2023,sh002,6.7
177834,07/06/2023,sh002,6.8
177827,06/06/2023,sh002,7
177820,05/06/2023,sh002,7.4
177813,04/06/2023,sh002,7.75
177806,03/06/2023,sh002,8
177799,02/06/2023,sh002,8
177792,01/06/2023,sh002,8
177785,31/05/2023,sh002,8
177778,30/05/2023,sh002,8
177771,29/05/2023,sh002,8
177764,28/05/2023,sh002,8
177757,27/05/2023,sh002,8
177750,26/05/2023,sh002,8
177743,25/05/2023,sh002,8
177736,24/05/2023,sh002,7.38
177729,23/05/2023,sh002,7.2
177722,22/05/2023,sh002,7.07
177715,21/05/2023,sh002,7
177708,20/05/2023,sh002,6.94
177701,19/05/2023,sh002,6.9
177694,18/05/2023,sh002,6.85
177680,17/05/2023,sh002,6.78
177683,16/05/2023,sh002,6.72
177674,15/05/2023,sh002,6.66
177673,14/05/2023,sh002,6.56
177672,13/05/2023,sh002,6.52
177671,12/05/2023,sh002,6.44
177670,11/05/2023,sh002,6.38
177669,10/05/2023,sh002,6.33
177668,09/05/2023,sh002,6.25
177667,08/05/2023,sh002,6.12
177666,07/05/2023,sh002,5.96
177665,06/05/2023,sh002,5.82
177664,05/05/2023,sh002,5.74
177663,04/05/2023,sh002,5.74
177662,03/05/2023,sh002,5.8
177661,02/05/2023,sh002,5.88
177660,01/05/2023,sh002,6
177659,30/04/2023,sh002,6.09
177658,29/04/2023,sh002,6.2
177657,28/04/2023,sh002,6.28
177656,27/04/2023,sh002,6.4
177655,26/04/2023,sh002,6.55
177654,25/04/2023,sh002,6.66
177653,24/04/2023,sh002,6.7
177652,23/04/2023,sh002,6.7
177651,22/04/2023,sh002,6.65
177650,21/04/2023,sh002,6.58
177649,20/04/2023,sh002,6.5
177648,19/04/2023,sh002,6.44
177647,18/04/2023,sh002,6.38
177646,17/04/2023,sh002,6.4
177645,16/04/2023,sh002,6.3
177644,15/04/2023,sh002,6.22
177643,14/04/2023,sh002,6.14
177642,13/04/2023,sh002,6.06
177641,12/04/2023,sh002,5.92
177640,11/04/2023,sh002,5.8
177639,10/04/2023,sh002,5.66
177638,09/04/2023,sh002,5.55
177637,08/04/2023,sh002,5.33
177636,07/04/2023,sh002,5.2
177635,06/04/2023,sh002,5.09
177634,05/04/2023,sh002,5
177633,04/04/2023,sh002,4.8
177632,03/04/2023,sh002,4.45
177631,02/04/2023,sh002,4.22
177630,01/04/2023,sh002,4
177629,31/03/2023,sh002,3.7
177628,30/03/2023,sh002,3.52
177627,29/03/2023,sh002,3.08
177626,28/03/2023,sh002,2.65
177625,27/03/2023,sh002,2.22
177624,26/03/2023,sh002,1.78
177623,25/03/2023,sh002,1.5
177622,24/03/2023,sh002,1.37
177621,23/03/2023,sh002,1.3
177620,22/03/2023,sh002,1.3
177619,21/03/2023,sh002,1.3
177618,20/03/2023,sh002,1.3
177617,19/03/2023,sh002,1.3
177616,18/03/2023,sh002,1.32
177615,17/03/2023,sh002,1.3
177614,16/03/2023,sh002,1.3
177613,15/03/2023,sh002,1.3
177612,14/03/2023,sh002,1.3
177611,13/03/2023,sh002,1.3
177610,12/03/2023,sh002,1.3
177609,11/03/2023,sh002,1.3
177608,10/03/2023,sh002,1.3
177607,09/03/2023,sh002,1.3
177606,08/03/2023,sh002,1.3
177605,07/03/2023,sh002,1.3
177604,06/03/2023,sh002,1.3
177603,05/03/2023,sh002,1.3
177602,04/03/2023,sh002,1.3
177601,03/03/2023,sh002,1.3
177600,02/03/2023,sh002,1.3
177599,01/03/2023,sh002,1.3
177598,28/02/2023,sh002,1.32
177597,27/02/2023,sh002,1.32
177596,26/02/2023,sh002,1.32
177595,25/02/2023,sh002,1.32
177594,24/02/2023,sh002,1.32
177593,23/02/2023,sh002,1.32
177592,22/02/2023,sh002,1.32
177591,21/02/2023,sh002,1.36
177590,20/02/2023,sh002,1.36
177589,19/02/2023,sh002,1.36
177588,18/02/2023,sh002,1.36
177587,17/02/2023,sh002,1.36
177586,16/02/2023,sh002,1.38
177585,15/02/2023,sh002,1.38
177584,14/02/2023,sh002,1.38
177583,13/02/2023,sh002,1.38
177582,12/02/2023,sh002,1.38
177581,11/02/2023,sh002,1.38
177580,10/02/2023,sh002,1.38
177579,09/02/2023,sh002,1.4
177578,08/02/2023,sh002,1.4
177577,07/02/2023,sh002,1.4
177576,06/02/2023,sh002,1.4
177575,05/02/2023,sh002,1.4
177574,04/02/2023,sh002,1.4
177573,03/02/2023,sh002,1.4
177572,02/02/2023,sh002,1.4
177571,01/02/2023,sh002,1.4
177570,31/01/2023,sh002,1.42
177569,30/01/2023,sh002,1.42
177568,29/01/2023,sh002,1.42
177567,28/01/2023,sh002,1.42
177566,27/01/2023,sh002,1.42
177565,26/01/2023,sh002,1.44
177564,25/01/2023,sh002,1.44
177563,24/01/2023,sh002,1.44
177562,23/01/2023,sh002,1.44
177561,22/01/2023,sh002,1.44
177560,21/01/2023,sh002,1.44
177559,20/01/2023,sh002,1.46
177558,19/01/2023,sh002,1.46
177557,18/01/2023,sh002,1.46
177556,17/01/2023,sh002,1.48
177555,16/01/2023,sh002,1.48
177554,15/01/2023,sh002,1.48
177553,14/01/2023,sh002,1.48
177552,13/01/2023,sh002,1.5
177551,12/01/2023,sh002,1.5
177550,11/01/2023,sh002,1.52
177549,10/01/2023,sh002,1.52
177548,09/01/2023,sh002,1.55
177547,08/01/2023,sh002,1.6
177546,07/01/2023,sh002,1.64
177545,06/01/2023,sh002,1.68
177544,05/01/2023,sh002,1.72
177543,04/01/2023,sh002,1.77
177542,03/01/2023,sh002,1.82
177541,02/01/2023,sh002,1.86
177540,01/01/2023,sh002,1.9
177539,31/12/2022,sh002,1.96
177538,30/12/2022,sh002,2
177537,29/12/2022,sh002,2.05
177536,28/12/2022,sh002,2.09
177535,27/12/2022,sh002,2.16
177534,26/12/2022,sh002,2.2
177533,25/12/2022,sh002,2.25
177532,24/12/2022,sh002,2.3
177531,23/12/2022,sh002,2.34
177530,22/12/2022,sh002,2.4
177529,21/12/2022,sh002,2.44
177528,20/12/2022,sh002,2.5
177527,19/12/2022,sh002,2.55
177526,18/12/2022,sh002,2.6
177525,17/12/2022,sh002,2.64
177524,16/12/2022,sh002,2.7
177523,15/12/2022,sh002,2.77
177522,14/12/2022,sh002,2.84
177521,13/12/2022,sh002,2.96
177520,12/12/2022,sh002,3
177519,11/12/2022,sh002,3.09
177518,10/12/2022,sh002,3.15
177517,09/12/2022,sh002,3.22
177516,08/12/2022,sh002,3.28
177515,07/12/2022,sh002,3.3
177514,06/12/2022,sh002,3.36
177513,05/12/2022,sh002,3.44
177512,04/12/2022,sh002,3.5
177511,03/12/2022,sh002,3.56
177510,02/12/2022,sh002,3.62
177509,01/12/2022,sh002,3.7
177508,30/11/2022,sh002,3.77
177507,29/11/2022,sh002,3.84
177506,28/11/2022,sh002,3.95
177505,27/11/2022,sh002,4.08
177504,26/11/2022,sh002,4.2
177503,25/11/2022,sh002,4.3
177502,24/11/2022,sh002,4.42
177501,23/11/2022,sh002,4.5
177500,22/11/2022,sh002,4.58
177499,21/11/2022,sh002,4.66
177498,20/11/2022,sh002,4.72
177497,19/11/2022,sh002,4.8
177496,18/11/2022,sh002,4.88
177495,17/11/2022,sh002,5
177494,16/11/2022,sh002,5.09
177493,15/11/2022,sh002,5.16
177492,14/11/2022,sh002,5.25
177491,13/11/2022,sh002,5.4
177490,12/11/2022,sh002,5.52
177489,11/11/2022,sh002,5.64
177488,10/11/2022,sh002,5.59
177487,09/11/2022,sh002,5.55
177486,08/11/2022,sh002,5.5
177485,07/11/2022,sh002,5.44
177484,06/11/2022,sh002,5.4
177483,05/11/2022,sh002,5.33
177482,04/11/2022,sh002,5.28
177481,03/11/2022,sh002,5.2
177480,02/11/2022,sh002,5.09
177479,01/11/2022,sh002,5
177478,31/10/2022,sh002,4.86
177477,30/10/2022,sh002,4.8
177476,29/10/2022,sh002,4.85
177475,28/10/2022,sh002,4.9
177474,27/10/2022,sh002,4.94
177473,26/10/2022,sh002,5
177472,25/10/2022,sh002,5.08
177471,24/10/2022,sh002,5.12
177470,23/10/2022,sh002,5.2
177469,22/10/2022,sh002,5.15
177468,21/10/2022,sh002,5.09
177467,20/10/2022,sh002,5
177466,19/10/2022,sh002,4.88
177465,18/10/2022,sh002,4.68
177464,17/10/2022,sh002,4.62
177463,16/10/2022,sh002,4.57
177462,15/10/2022,sh002,4.5
177461,14/10/2022,sh002,4.42
177460,13/10/2022,sh002,4.35
177459,12/10/2022,sh002,4.3
177458,11/10/2022,sh002,4.22
177457,10/10/2022,sh002,4.16
177456,09/10/2022,sh002,4.09
177455,08/10/2022,sh002,4
177454,07/10/2022,sh002,4.05
177453,06/10/2022,sh002,4.1
177452,05/10/2022,sh002,4.14
177451,04/10/2022,sh002,4.17
177450,03/10/2022,sh002,4.22
177449,02/10/2022,sh002,4.28
177448,01/10/2022,sh002,4.32
177447,30/09/2022,sh002,4.35
177446,29/09/2022,sh002,4.4
177445,28/09/2022,sh002,4.5
