id,date,station_number,level(m)
219265,21/08/2024,sh001,7
219258,20/08/2024,sh001,7
219251,19/08/2024,sh001,6.94
219244,18/08/2024,sh001,7.82
219237,17/08/2024,sh001,6.76
219230,16/08/2024,sh001,6.68
219223,15/08/2024,sh001,6.62
219216,14/08/2024,sh001,6.58
219209,13/08/2024,sh001,6.58
219202,12/08/2024,sh001,6.58
219195,11/08/2024,sh001,6.58
219188,10/08/2024,sh001,6.58
219181,09/08/2024,sh001,6.58
219174,08/08/2024,sh001,6.5
219167,07/08/2024,sh001,6.4
219160,06/08/2024,sh001,6.28
219153,05/08/2024,sh001,6.15
219146,04/08/2024,sh001,6
219139,03/08/2024,sh001,5.9
219132,02/08/2024,sh001,5.75
219125,01/08/2024,sh001,5.56
219118,31/07/2024,sh001,5.35
219111,30/07/2024,sh001,5.18
219104,29/07/2024,sh001,5
219097,28/07/2024,sh001,4.9
219090,27/07/2024,sh001,4.78
219083,26/07/2024,sh001,4.7
219076,25/07/2024,sh001,4.55
219069,24/07/2024,sh001,4.38
219062,23/07/2024,sh001,4.28
219055,22/07/2024,sh001,4.15
219048,21/07/2024,sh001,4
219041,20/07/2024,sh001,3.85
219034,19/07/2024,sh001,3.55
219027,18/07/2024,sh001,3.3
219020,17/07/2024,sh001,3.22
219013,16/07/2024,sh001,3
219006,15/07/2024,sh001,2.95
218999,14/07/2024,sh001,2.88
218992,13/07/2024,sh001,2.8
218985,12/07/2024,sh001,2.65
218978,11/07/2024,sh001,2.55
218971,10/07/2024,sh001,2.6
218964,09/07/2024,sh001,2.63
218957,08/07/2024,sh001,2.68
218950,07/07/2024,sh001,2.75
218943,06/07/2024,sh001,2.8
218936,05/07/2024,sh001,2.84
218929,04/07/2024,sh001,2.9
218922,03/07/2024,sh001,2.95
218915,02/07/2024,sh001,3
218908,01/07/2024,sh001,3.06
218901,30/06/2024,sh001,3.11
218894,29/06/2024,sh001,3.15
218887,28/06/2024,sh001,3.2
218880,27/06/2024,sh001,3.2
218873,26/06/2024,sh001,3.25
218866,25/06/2024,sh001,3.33
218859,24/06/2024,sh001,3.38
218852,23/06/2024,sh001,3.5
218845,22/06/2024,sh001,3.58
218838,21/06/2024,sh001,3.65
180479,20/06/2024,sh001,3.65
180472,19/06/2024,sh001,3.75
180465,18/06/2024,sh001,3.8
180458,17/06/2024,sh001,3.9
180451,16/06/2024,sh001,3.94
180444,15/06/2024,sh001,4
180437,14/06/2024,sh001,4.09
180430,13/06/2024,sh001,4.15
180423,12/06/2024,sh001,4.2
180416,11/06/2024,sh001,4.28
180409,10/06/2024,sh001,4.35
180402,09/06/2024,sh001,4.45
180395,08/06/2024,sh001,4.9
180388,07/06/2024,sh001,4.65
180381,06/06/2024,sh001,4.8
180374,05/06/2024,sh001,5
180367,04/06/2024,sh001,5.25
180360,03/06/2024,sh001,5.38
180353,02/06/2024,sh001,5.7
180346,01/06/2024,sh001,6
180339,31/05/2024,sh001,5.9
180332,30/05/2024,sh001,5.72
180325,29/05/2024,sh001,5.5
180318,28/05/2024,sh001,5.2
180311,27/05/2024,sh001,5.55
180304,26/05/2024,sh001,6.35
180297,25/05/2024,sh001,7.56
180290,24/05/2024,sh001,8
180283,23/05/2024,sh001,8.3
180276,22/05/2024,sh001,8.3
180269,21/05/2024,sh001,8.3
180262,20/05/2024,sh001,8.3
180255,19/05/2024,sh001,8.2
180248,18/05/2024,sh001,8
180241,17/05/2024,sh001,7.82
180234,16/05/2024,sh001,7.72
180227,15/05/2024,sh001,7.62
180220,14/05/2024,sh001,7.56
180213,13/05/2024,sh001,7.58
180206,12/05/2024,sh001,7.58
180199,11/05/2024,sh001,7.6
180192,10/05/2024,sh001,7.6
180185,09/05/2024,sh001,7.56
180178,08/05/2024,sh001,7.48
180171,07/05/2024,sh001,7.33
180164,06/05/2024,sh001,7.2
180157,05/05/2024,sh001,7.12
180150,04/05/2024,sh001,7
180143,03/05/2024,sh001,6.9
180136,02/05/2024,sh001,7
180129,01/05/2024,sh001,6.5
180122,30/04/2024,sh001,6.5
180115,29/04/2024,sh001,6.5
180108,28/04/2024,sh001,6.58
180101,27/04/2024,sh001,6.58
180094,26/04/2024,sh001,6.68
180087,25/04/2024,sh001,6.2
180080,24/04/2024,sh001,6
180073,23/04/2024,sh001,4.8
180066,22/04/2024,sh001,5.15
180059,21/04/2024,sh001,4.5
180052,20/04/2024,sh001,4.55
180045,19/04/2024,sh001,4.66
180038,18/04/2024,sh001,4.58
180031,17/04/2024,sh001,4.5
180024,16/04/2024,sh001,4.12
180017,15/04/2024,sh001,3.75
180010,14/04/2024,sh001,3.55
180003,13/04/2024,sh001,3.35
179996,12/04/2024,sh001,3.18
179989,11/04/2024,sh001,3
179982,10/04/2024,sh001,2.78
179975,09/04/2024,sh001,2.38
179968,08/04/2024,sh001,2.27
179961,07/04/2024,sh001,2.02
179954,06/04/2024,sh001,2.02
179947,05/04/2024,sh001,2.05
179940,04/04/2024,sh001,2.05
179933,03/04/2024,sh001,2.05
179926,02/04/2024,sh001,2.05
179919,01/04/2024,sh001,2.05
179912,31/03/2024,sh001,2.05
179905,30/03/2024,sh001,2.05
179898,29/03/2024,sh001,2.05
179891,28/03/2024,sh001,2.05
179884,27/03/2024,sh001,2.08
179877,26/03/2024,sh001,2.08
179870,25/03/2024,sh001,2.08
179863,24/03/2024,sh001,2.08
179856,23/03/2024,sh001,2.08
179849,22/03/2024,sh001,2.08
179842,21/03/2024,sh001,2.1
179835,20/03/2024,sh001,2.1
179828,19/03/2024,sh001,2.1
179821,18/03/2024,sh001,2.1
179814,17/03/2024,sh001,2.1
179807,16/03/2024,sh001,2.13
179800,15/03/2024,sh001,2.13
179793,14/03/2024,sh001,2.15
179786,13/03/2024,sh001,2.15
179779,12/03/2024,sh001,2.15
179772,11/03/2024,sh001,2.15
179765,10/03/2024,sh001,2.15
179758,09/03/2024,sh001,2.18
179751,08/03/2024,sh001,2.18
179744,07/03/2024,sh001,2.18
179737,06/03/2024,sh001,2.18
179730,05/03/2024,sh001,2.18
179723,04/03/2024,sh001,2.18
179716,03/03/2024,sh001,2.18
179709,02/03/2024,sh001,2.18
179702,01/03/2024,sh001,2.18
179695,29/02/2024,sh001,2.18
179688,28/02/2024,sh001,2.18
179681,27/02/2024,sh001,2.18
179674,26/02/2024,sh001,2.2
179667,25/02/2024,sh001,2.2
179660,24/02/2024,sh001,2.2
179653,23/02/2024,sh001,2.22
179646,22/02/2024,sh001,2.22
179639,21/02/2024,sh001,2.22
179632,20/02/2024,sh001,2.22
179625,19/02/2024,sh001,2.22
179618,18/02/2024,sh001,2.25
179611,17/02/2024,sh001,2.25
179604,16/02/2024,sh001,2.25
179597,15/02/2024,sh001,2.25
179590,14/02/2024,sh001,2.25
179583,13/02/2024,sh001,2.27
179576,12/02/2024,sh001,2.27
179569,11/02/2024,sh001,2.3
179562,10/02/2024,sh001,2.3
179555,09/02/2024,sh001,2.3
179548,08/02/2024,sh001,2.3
179541,07/02/2024,sh001,2.3
179534,06/02/2024,sh001,2.33
179527,05/02/2024,sh001,2.33
179520,04/02/2024,sh001,2.35
179513,03/02/2024,sh001,2.38
179506,01/02/2024,sh001,2.42
179499,31/01/2024,sh001,2.45
179492,30/01/2024,sh001,2.48
179485,29/01/2024,sh001,2.5
179478,28/01/2024,sh001,2.5
179471,27/01/2024,sh001,2.52
179464,26/01/2024,sh001,2.55
179457,25/01/2024,sh001,2.58
179450,24/01/2024,sh001,2.58
179443,23/01/2024,sh001,2.62
179436,22/01/2024,sh001,2.65
179429,21/01/2024,sh001,2.65
179422,20/01/2024,sh001,2.68
179415,19/01/2024,sh001,2.7
179408,18/01/2024,sh001,2.7
179401,17/01/2024,sh001,2.7
179394,16/01/2024,sh001,2.73
179387,15/01/2024,sh001,2.75
179380,14/01/2024,sh001,2.75
179373,13/01/2024,sh001,2.75
179366,12/01/2024,sh001,2.78
179359,11/01/2024,sh001,2.78
179352,10/01/2024,sh001,2.8
179345,09/01/2024,sh001,2.86
179338,08/01/2024,sh001,2.92
179331,07/01/2024,sh001,3
179324,06/01/2024,sh001,3.1
179317,05/01/2024,sh001,3.1
179310,04/01/2024,sh001,3.18
179303,03/01/2024,sh001,3.24
179296,02/01/2024,sh001,3.24
179289,01/01/2024,sh001,3.33
179282,31/12/2023,sh001,3.4
179275,30/12/2023,sh001,3.5
179268,29/12/2023,sh001,3.58
179261,28/12/2023,sh001,3.58
179254,27/12/2023,sh001,3.7
179247,26/12/2023,sh001,3.78
179240,25/12/2023,sh001,3.9
179233,24/12/2023,sh001,4
179226,23/12/2023,sh001,4.08
179219,22/12/2023,sh001,4.14
179212,21/12/2023,sh001,4.24
179205,20/12/2023,sh001,4.33
179198,19/12/2023,sh001,4.45
179191,18/12/2023,sh001,4.7
179184,17/12/2023,sh001,4.7
179177,16/12/2023,sh001,4.8
179170,15/12/2023,sh001,4.95
179163,14/12/2023,sh001,5.2
179156,13/12/2023,sh001,6.3
179149,12/12/2023,sh001,7.65
179142,11/12/2023,sh001,8
179135,10/12/2023,sh001,8.3
179128,09/12/2023,sh001,8.3
179121,08/12/2023,sh001,8.3
179114,07/12/2023,sh001,8.3
179107,06/12/2023,sh001,8.3
179100,05/12/2023,sh001,8.3
179093,04/12/2023,sh001,8.3
179086,03/12/2023,sh001,8.3
179079,02/12/2023,sh001,8.3
179072,01/12/2023,sh001,8.3
179065,30/11/2023,sh001,8.3
179058,29/11/2023,sh001,8.3
179051,28/11/2023,sh001,8.3
179044,27/11/2023,sh001,8.3
179037,26/11/2023,sh001,8.3
179030,25/11/2023,sh001,8.3
179023,24/11/2023,sh001,8.3
179016,23/11/2023,sh001,8.3
179009,22/11/2023,sh001,8.3
179002,21/11/2023,sh001,8.3
178995,20/11/2023,sh001,8.3
178988,19/11/2023,sh001,8.3
178981,18/11/2023,sh001,8.3
178974,17/11/2023,sh001,8.3
178967,16/11/2023,sh001,8.3
178960,15/11/2023,sh001,8.3
178953,14/11/2023,sh001,9
178946,13/11/2023,sh001,8.3
178939,12/11/2023,sh001,8.3
178932,11/11/2023,sh001,7.9
178925,10/11/2023,sh001,7.68
178918,09/11/2023,sh001,7.6
178911,08/11/2023,sh001,7.52
178904,07/11/2023,sh001,7.4
178897,06/11/2023,sh001,7.18
178890,05/11/2023,sh001,6.94
178883,04/11/2023,sh001,6.82
178876,03/11/2023,sh001,6.68
178869,02/11/2023,sh001,6.58
178862,01/11/2023,sh001,6.5
178855,31/10/2023,sh001,6.44
178848,30/10/2023,sh001,6.44
178841,29/10/2023,sh001,6.4
178834,28/10/2023,sh001,6.35
178827,27/10/2023,sh001,6.28
178820,26/10/2023,sh001,6.22
178813,25/10/2023,sh001,6.22
178806,24/10/2023,sh001,6.18
178799,23/10/2023,sh001,6.1
178792,22/10/2023,sh001,6.1
178785,21/10/2023,sh001,6.44
178778,20/10/2023,sh001,5.15
178771,19/10/2023,sh001,4.95
178764,18/10/2023,sh001,4.75
178757,17/10/2023,sh001,4.85
178750,16/10/2023,sh001,5
178743,15/10/2023,sh001,5.22
178736,14/10/2023,sh001,5.45
178729,13/10/2023,sh001,5.72
178722,12/10/2023,sh001,6
178715,11/10/2023,sh001,6
178708,10/10/2023,sh001,5.94
178701,09/10/2023,sh001,5.88
178694,08/10/2023,sh001,5.78
178687,07/10/2023,sh001,5.65
178680,06/10/2023,sh001,5.44
178673,05/10/2023,sh001,5.3
178666,04/10/2023,sh001,5.18
178659,03/10/2023,sh001,5.1
178652,02/10/2023,sh001,5
178645,01/10/2023,sh001,4.9
178638,30/09/2023,sh001,4.84
178631,29/09/2023,sh001,4.12
178624,28/09/2023,sh001,3.85
178617,27/09/2023,sh001,3.65
178610,26/09/2023,sh001,3.5
178603,25/09/2023,sh001,3.27
178596,24/09/2023,sh001,3
178589,23/09/2023,sh001,2.75
178582,22/09/2023,sh001,2.46
178575,21/09/2023,sh001,2.5
178568,20/09/2023,sh001,2.55
178561,19/09/2023,sh001,2.6
178554,18/09/2023,sh001,2.64
178547,17/09/2023,sh001,2.38
178540,16/09/2023,sh001,2.75
178533,15/09/2023,sh001,2.8
178526,14/09/2023,sh001,2.84
178519,13/09/2023,sh001,2.9
178512,12/09/2023,sh001,2.95
178505,11/09/2023,sh001,3
178498,10/09/2023,sh001,3
178491,09/09/2023,sh001,3.08
178484,08/09/2023,sh001,3.15
178477,07/09/2023,sh001,3.2
178470,06/09/2023,sh001,3.24
178463,05/09/2023,sh001,3.3
178456,04/09/2023,sh001,3.35
178449,03/09/2023,sh001,3.4
178442,02/09/2023,sh001,3.44
178435,01/09/2023,sh001,3.35
178428,31/08/2023,sh001,3.6
178421,30/08/2023,sh001,3.66
178414,29/08/2023,sh001,3.7
178407,28/08/2023,sh001,3.75
178400,27/08/2023,sh001,3.8
178393,26/08/2023,sh001,3.84
178386,25/08/2023,sh001,3.9
178379,24/08/2023,sh001,4
178372,23/08/2023,sh001,4.14
178365,22/08/2023,sh001,4.25
178358,21/08/2023,sh001,4.25
178351,20/08/2023,sh001,4.21
178344,19/08/2023,sh001,4.15
178337,18/08/2023,sh001,4.1
178330,17/08/2023,sh001,4
178323,16/08/2023,sh001,4
178316,15/08/2023,sh001,4
178309,14/08/2023,sh001,3.92
178302,13/08/2023,sh001,3.85
178295,12/08/2023,sh001,3.75
178288,11/08/2023,sh001,3.78
178281,10/08/2023,sh001,3.83
178274,09/08/2023,sh001,3.88
178267,08/08/2023,sh001,3.95
178260,07/08/2023,sh001,4
178253,06/08/2023,sh001,4.1
178246,05/08/2023,sh001,4.14
178239,04/08/2023,sh001,4.2
178232,03/08/2023,sh001,4.25
178225,02/08/2023,sh001,4.3
178218,01/08/2023,sh001,4.38
178211,31/07/2023,sh001,4.44
178204,30/07/2023,sh001,4.55
178197,29/07/2023,sh001,4.55
178190,28/07/2023,sh001,4.65
178183,27/07/2023,sh001,4.7
178176,26/07/2023,sh001,4.78
178169,25/07/2023,sh001,4.85
178162,24/07/2023,sh001,5
178155,23/07/2023,sh001,4.88
178148,22/07/2023,sh001,4.8
178141,21/07/2023,sh001,4.66
178134,20/07/2023,sh001,4.55
178127,19/07/2023,sh001,4.35
178120,18/07/2023,sh001,4.4
178113,17/07/2023,sh001,4.44
178106,16/07/2023,sh001,4.5
178099,15/07/2023,sh001,4.53
178092,14/07/2023,sh001,4.58
178085,13/07/2023,sh001,4.65
178078,12/07/2023,sh001,4.7
178071,11/07/2023,sh001,4.77
178064,10/07/2023,sh001,4.84
178057,09/07/2023,sh001,4.9
178050,08/07/2023,sh001,4.9
178043,07/07/2023,sh001,5
178036,06/07/2023,sh001,5
178029,05/07/2023,sh001,5
178022,04/07/2023,sh001,5.12
178015,03/07/2023,sh001,5.25
178008,02/07/2023,sh001,5.42
178001,01/07/2023,sh001,5.6
177994,30/06/2023,sh001,5.72
177987,29/06/2023,sh001,5.9
177980,28/06/2023,sh001,6.05
177973,27/06/2023,sh001,6.15
177966,26/06/2023,sh001,6.22
177959,25/06/2023,sh001,6.35
177952,24/06/2023,sh001,6.35
177945,23/06/2023,sh001,6.21
177938,22/06/2023,sh001,6
177931,21/06/2023,sh001,6.06
177924,20/06/2023,sh001,6.06
177917,19/06/2023,sh001,6.24
177910,18/06/2023,sh001,6.5
177903,17/06/2023,sh001,6.8
177896,16/06/2023,sh001,7.14
177889,15/06/2023,sh001,7.38
177882,14/06/2023,sh001,7.5
177875,13/06/2023,sh001,7.55
177868,12/06/2023,sh001,7.65
177861,11/06/2023,sh001,7.65
177854,10/06/2023,sh001,7.65
177847,09/06/2023,sh001,7.6
177840,08/06/2023,sh001,7.6
177833,07/06/2023,sh001,7.6
177826,06/06/2023,sh001,7.6
177819,05/06/2023,sh001,7.56
177812,04/06/2023,sh001,7.45
177805,03/06/2023,sh001,7.33
177798,02/06/2023,sh001,7.15
177791,01/06/2023,sh001,7.38
177784,31/05/2023,sh001,7.65
177777,30/05/2023,sh001,7.78
177770,29/05/2023,sh001,7.9
177763,28/05/2023,sh001,8
177756,27/05/2023,sh001,8.12
177749,26/05/2023,sh001,8.18
177742,25/05/2023,sh001,8.22
177735,24/05/2023,sh001,8.3
177728,23/05/2023,sh001,8.3
177721,22/05/2023,sh001,8.3
177714,21/05/2023,sh001,8.3
177707,20/05/2023,sh001,8.3
177700,19/05/2023,sh001,8.3
177693,18/05/2023,sh001,8.3
177679,17/05/2023,sh001,8.3
177682,16/05/2023,sh001,8.3
175942,15/05/2023,sh001,8.3
175935,14/05/2023,sh001,8.3
175928,13/05/2023,sh001,8.3
175921,12/05/2023,sh001,8.3
175914,11/05/2023,sh001,8.3
175907,10/05/2023,sh001,8.3
175900,09/05/2023,sh001,8.3
175893,08/05/2023,sh001,7.9
175886,07/05/2023,sh001,7.8
175879,06/05/2023,sh001,7.65
175872,05/05/2023,sh001,7.6
175865,04/05/2023,sh001,7.5
175858,03/05/2023,sh001,7.55
175851,02/05/2023,sh001,7.35
175844,01/05/2023,sh001,7.15
175837,30/04/2023,sh001,7
175830,29/04/2023,sh001,7
175823,28/04/2023,sh001,6.8
175816,27/04/2023,sh001,6.58
175809,26/04/2023,sh001,6.38
175802,25/04/2023,sh001,6.5
175795,24/04/2023,sh001,6.6
175788,23/04/2023,sh001,6.5
175781,22/04/2023,sh001,7
175774,21/04/2023,sh001,7.5
175767,20/04/2023,sh001,7.8
175760,19/04/2023,sh001,7.88
175753,18/04/2023,sh001,7.8
175746,17/04/2023,sh001,7.7
175739,16/04/2023,sh001,7.5
175732,15/04/2023,sh001,7.4
175725,14/04/2023,sh001,7.4
175718,13/04/2023,sh001,7.4
175711,12/04/2023,sh001,7.45
175704,11/04/2023,sh001,7.45
175697,10/04/2023,sh001,7.52
175690,09/04/2023,sh001,7.52
175683,08/04/2023,sh001,7.45
175676,07/04/2023,sh001,7.33
175669,06/04/2023,sh001,7.18
175662,05/04/2023,sh001,6.9
175655,04/04/2023,sh001,6.68
175648,03/04/2023,sh001,6.4
175641,02/04/2023,sh001,6
175634,01/04/2023,sh001,5.78
175627,31/03/2023,sh001,5.42
175613,30/03/2023,sh001,5.12
175606,29/03/2023,sh001,4.75
175529,28/03/2023,sh001,4.35
175466,27/03/2023,sh001,3.35
174787,26/03/2023,sh001,3
174796,25/03/2023,sh001,2.6
174802,24/03/2023,sh001,2
174810,23/03/2023,sh001,1.4
174814,22/03/2023,sh001,1.3
174822,21/03/2023,sh001,1.3
174828,20/03/2023,sh001,1.3
174834,19/03/2023,sh001,1.3
174843,18/03/2023,sh001,1.3
174848,17/03/2023,sh001,1.3
174855,16/03/2023,sh001,1.3
174864,15/03/2023,sh001,1.3
174870,14/03/2023,sh001,1.3
174880,13/03/2023,sh001,1.3
174883,12/03/2023,sh001,1.3
174892,11/03/2023,sh001,1.3
174897,10/03/2023,sh001,1.3
174909,09/03/2023,sh001,1.3
174914,08/03/2023,sh001,1.3
174921,07/03/2023,sh001,1.3
174925,06/03/2023,sh001,1.3
174932,05/03/2023,sh001,1.3
174939,04/03/2023,sh001,1.3
174946,03/03/2023,sh001,1.3
174971,01/03/2023,sh001,1.3
174973,28/02/2023,sh001,1.3
174981,27/02/2023,sh001,1.3
174990,26/02/2023,sh001,1.3
174995,25/02/2023,sh001,1.3
175001,24/02/2023,sh001,1.3
175008,23/02/2023,sh001,1.3
175015,22/02/2023,sh001,1.3
175025,21/02/2023,sh001,1.3
175029,20/02/2023,sh001,1.3
175036,19/02/2023,sh001,1.3
175043,18/02/2023,sh001,1.3
175052,17/02/2023,sh001,1.3
175059,15/02/2023,sh001,1.3
175066,14/02/2023,sh001,1.3
175075,13/02/2023,sh001,1.3
175083,12/02/2023,sh001,1.3
175087,11/02/2023,sh001,1.3
175096,10/02/2023,sh001,1.3
175101,09/02/2023,sh001,1.3
175109,08/02/2023,sh001,1.3
175115,07/02/2023,sh001,1.3
175122,06/02/2023,sh001,1.3
175129,05/02/2023,sh001,1.3
175137,04/02/2023,sh001,1.3
175144,03/02/2023,sh001,1.3
175150,02/02/2023,sh001,1.3
175157,01/02/2023,sh001,1.3
175164,31/01/2023,sh001,1.3
175175,30/01/2023,sh001,1.3
175178,29/01/2023,sh001,1.3
175185,28/01/2023,sh001,1.3
175195,27/01/2023,sh001,1.3
175200,26/01/2023,sh001,1.3
175207,25/01/2023,sh001,1.3
175213,24/01/2023,sh001,1.3
175221,23/01/2023,sh001,1.3
175227,22/01/2023,sh001,1.4
175234,21/01/2023,sh001,1.4
175244,20/01/2023,sh001,1.4
175248,19/01/2023,sh001,1.4
175255,18/01/2023,sh001,1.4
175263,17/01/2023,sh001,1.4
175269,16/01/2023,sh001,1.4
175276,15/01/2023,sh001,1.4
175283,14/01/2023,sh001,1.4
175290,13/01/2023,sh001,1.4
175300,12/01/2023,sh001,1.5
175306,11/01/2023,sh001,1.5
175311,10/01/2023,sh001,1.5
175318,09/01/2023,sh001,1.5
175331,08/01/2023,sh001,1.5
175342,07/01/2023,sh001,1.5
175351,06/01/2023,sh001,1.5
175358,05/01/2023,sh001,1.6
175368,04/01/2023,sh001,1.7
175371,03/01/2023,sh001,1.7
175378,02/01/2023,sh001,1.7
175389,01/01/2023,sh001,1.8
167420,31/12/2022,sh001,1.85
167170,30/12/2022,sh001,1.92
166879,29/12/2022,sh001,1.96
166412,28/12/2022,sh001,2
166203,27/12/2022,sh001,2.04
166194,26/12/2022,sh001,2.08
165487,23/12/2022,sh001,2.17
165397,21/12/2022,sh001,2.32
165289,20/12/2022,sh001,2.36
165111,19/12/2022,sh001,2.4
164885,18/12/2022,sh001,2.48
164513,17/12/2022,sh001,2.55
164310,14/12/2022,sh001,2.75
163980,13/12/2022,sh001,2.8
163787,12/12/2022,sh001,2.92
163494,11/12/2022,sh001,2.95
163247,08/12/2022,sh001,3.12
163141,06/12/2022,sh001,3.22
162785,05/12/2022,sh001,3.3
162499,04/12/2022,sh001,3.38
162503,03/12/2022,sh001,3.44
162143,02/12/2022,sh001,3.5
161596,01/12/2022,sh001,3.54
161185,30/11/2022,sh001,3.6
161159,29/11/2022,sh001,3.75
160809,28/11/2022,sh001,3.85
142156,27/11/2022,sh001,3.9
142155,26/11/2022,sh001,4
142154,25/11/2022,sh001,4.07
142153,24/11/2022,sh001,4.21
142152,23/11/2022,sh001,4.3
142151,22/11/2022,sh001,4.38
142150,21/11/2022,sh001,4.45
142149,20/11/2022,sh001,4.55
142148,19/11/2022,sh001,4.6
142136,18/11/2022,sh001,4.7
142098,17/11/2022,sh001,4.78
142022,15/11/2022,sh001,4.9
141086,14/11/2022,sh001,5
140681,12/11/2022,sh001,5.25
140348,11/11/2022,sh001,5.4
140065,10/11/2022,sh001,5.56
139813,09/11/2022,sh001,5.75
139530,08/11/2022,sh001,5.95
139288,07/11/2022,sh001,6.12
139230,06/11/2022,sh001,6
138791,05/11/2022,sh001,5.88
138539,04/11/2022,sh001,5.75
138228,03/11/2022,sh001,5.6
137975,02/11/2022,sh001,5.56
137685,01/11/2022,sh001,5.5
137424,31/10/2022,sh001,5.38
137408,30/10/2022,sh001,5.35
136948,29/10/2022,sh001,5.3
136681,28/10/2022,sh001,5.21
136385,27/10/2022,sh001,5.1
136117,26/10/2022,sh001,5.18
135854,25/10/2022,sh001,5.25
135682,24/10/2022,sh001,5.38
135653,22/10/2022,sh001,5.42
135159,21/10/2022,sh001,5.35
135124,20/10/2022,sh001,5.3
134578,18/10/2022,sh001,5.1
134429,17/10/2022,sh001,5
134369,16/10/2022,sh001,4.86
133802,14/10/2022,sh001,4.65
133570,13/10/2022,sh001,4.56
133380,12/10/2022,sh001,4.45
133214,11/10/2022,sh001,4.38
133044,10/10/2022,sh001,4.35
132463,07/10/2022,sh001,4
132235,06/10/2022,sh001,4.03
131993,05/10/2022,sh001,4.08
131834,04/10/2022,sh001,4.12
131710,03/10/2022,sh001,4.18
131521,02/10/2022,sh001,4.21
130943,29/09/2022,sh001,4.35
130702,28/09/2022,sh001,4.4
130692,27/09/2022,sh001,4.44
130317,26/09/2022,sh001,4.5
130185,25/09/2022,sh001,4.58
129857,23/09/2022,sh001,4.69
129679,22/09/2022,sh001,4.75
129337,20/09/2022,sh001,4.83
129163,19/09/2022,sh001,4.88
128551,16/09/2022,sh001,5.1
128327,15/09/2022,sh001,5.05
128149,14/09/2022,sh001,4.98
128022,13/09/2022,sh001,4.93
127837,12/09/2022,sh001,4.88
127175,09/09/2022,sh001,4.7
126849,08/09/2022,sh001,4.63
126824,07/09/2022,sh001,4.55
126749,06/09/2022,sh001,4.5
126617,05/09/2022,sh001,4.44
126513,04/09/2022,sh001,4.35
